Exchange,InstrumentIdentifier,LastTradeTime,ServerTime,AverageTradedPrice,BuyPrice,BuyQty,Close,High,Low,LastTradePrice,LastTradeQty,Open,OpenInterest,QuotationLot,SellPrice,SellQty,TotalQtyTraded,Value,PreOpen,PriceChange,PriceChangePercentage,OpenInterestChange,MessageType
NSE,HDFC,1679907511,1679907511,2569.67,2573.85,465,2559.9,2576.05,2558.8,2574.0,774,2565.0,0,1.0,2574.0,166,2241132,5758969666.44,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907511,1679907511,2569.67,2573.9,212,2559.9,2576.05,2558.8,2574.0,0,2565.0,0,1.0,2574.0,166,2241132,5758969666.44,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907512,1679907513,2569.67,2573.9,204,2559.9,2576.05,2558.8,2574.0,967,2565.0,0,1.0,2574.0,277,2242099,5761454537.33,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907513,1679907513,2569.67,2573.9,287,2559.9,2576.05,2558.8,2574.0,150,2565.0,0,1.0,2574.0,138,2242249,5761839987.83,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907514,1679907515,2569.67,2573.9,209,2559.9,2576.05,2558.8,2574.0,235,2565.0,0,1.0,2574.0,984,2242484,5762443860.28,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907515,1679907516,2569.67,2573.9,209,2559.9,2576.05,2558.8,2574.0,801,2565.0,0,1.0,2574.0,183,2243285,5764502165.95,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907516,1679907517,2569.67,2573.9,241,2559.9,2576.05,2558.8,2574.0,45,2565.0,0,1.0,2574.0,311,2243330,5764617801.1,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907517,1679907518,2569.67,2573.9,125,2559.9,2576.05,2558.8,2573.9,326,2565.0,0,1.0,2574.0,986,2243656,5765455513.52,False,14.0,0.55,0,RealtimeResult
NSE,HDFC,1679907518,1679907519,2569.67,2573.9,124,2559.9,2576.05,2558.8,2573.9,1,2565.0,0,1.0,2574.0,986,2243657,5765458083.19,False,14.0,0.55,0,RealtimeResult
NSE,HDFC,1679907519,1679907520,2569.67,2573.9,123,2559.9,2576.05,2558.8,2574.0,39,2565.0,0,1.0,2574.0,947,2243696,5765558300.32,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907520,1679907521,2569.67,2573.9,120,2559.9,2576.05,2558.8,2573.9,605,2565.0,0,1.0,2574.0,347,2244301,5767112950.67,False,14.0,0.55,0,RealtimeResult
NSE,HDFC,1679907521,1679907522,2569.68,2573.9,170,2559.9,2576.05,2558.8,2574.0,347,2565.0,0,1.0,2574.0,511,2244648,5768027072.64,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907522,1679907523,2569.68,2573.9,228,2559.9,2576.05,2558.8,2573.9,84,2565.0,0,1.0,2574.0,429,2244732,5768242925.76,False,14.0,0.55,0,RealtimeResult
NSE,HDFC,1679907523,1679907524,2569.68,2573.95,97,2559.9,2576.05,2558.8,2574.0,441,2565.0,0,1.0,2574.0,52,2245173,5769376154.64,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907525,1679907525,2569.68,2573.95,49,2559.9,2576.05,2558.8,2573.95,201,2565.0,0,1.0,2574.0,28,2245374,5769892660.32,False,14.05,0.55,0,RealtimeResult
NSE,HDFC,1679907525,1679907526,2569.68,2573.95,29,2559.9,2576.05,2558.8,2574.0,109,2565.0,0,1.0,2574.0,64,2245483,5770172755.44,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907526,1679907527,2569.68,2573.95,29,2559.9,2576.05,2558.8,2574.0,54,2565.0,0,1.0,2574.0,10,2245537,5770311518.16,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907527,1679907528,2569.68,2573.95,58,2559.9,2576.05,2558.8,2573.95,2,2565.0,0,1.0,2574.0,10,2245539,5770316657.52,False,14.05,0.55,0,RealtimeResult
NSE,HDFC,1679907529,1679907529,2569.68,2573.95,57,2559.9,2576.05,2558.8,2574.0,43,2565.0,0,1.0,2574.0,64,2245582,5770427153.76,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907530,1679907530,2569.68,2573.95,54,2559.9,2576.05,2558.8,2573.95,42,2565.0,0,1.0,2574.0,27,2245624,5770535080.32,False,14.05,0.55,0,RealtimeResult
NSE,HDFC,1679907531,1679907531,2569.68,2573.95,54,2559.9,2576.05,2558.8,2574.0,30,2565.0,0,1.0,2574.0,83,2245654,5770612170.72,False,14.1,0.55,0,RealtimeResult
NSE,HDFC,1679907532,1679907532,2569.68,2573.95,42,2559.9,2576.05,2558.8,2573.95,18,2565.0,0,1.0,2574.0,77,2245672,5770658424.96,False,14.05,0.55,0,RealtimeResult
