Exchange,InstrumentIdentifier,LastTradeTime,ServerTime,AverageTradedPrice,BuyPrice,BuyQty,Close,High,Low,LastTradePrice,LastTradeQty,Open,OpenInterest,QuotationLot,SellPrice,SellQty,TotalQtyTraded,Value,PreOpen,PriceChange,PriceChangePercentage,OpenInterestChange,MessageType
NSE,RELIANCE,1679907511,1679907511,2236.58,2253.65,50,2203.3,2254.0,2200.2,2253.7,8,2217.5,0,1.0,2253.7,193,5378364,12029141355.12,False,50.4,2.29,0,RealtimeResult
NSE,RELIANCE,1679907512,1679907512,2236.58,2253.65,36,2203.3,2254.0,2200.2,2253.7,79,2217.5,0,1.0,2253.7,128,5378443,12029318044.94,False,50.4,2.29,0,RealtimeResult
NSE,RELIANCE,1679907513,1679907513,2236.58,2253.65,31,2203.3,2254.0,2200.2,2253.7,22,2217.5,0,1.0,2253.7,111,5378465,12029367249.7,False,50.4,2.29,0,RealtimeResult
NSE,RELIANCE,1679907514,1679907515,2236.58,2253.65,21,2203.3,2254.0,2200.2,2253.7,106,2217.5,0,1.0,2253.7,37,5378571,12029604327.18,False,50.4,2.29,0,RealtimeResult
NSE,RELIANCE,1679907515,1679907516,2236.58,2253.8,42,2203.3,2254.0,2200.2,2253.8,130,2217.5,0,1.0,2253.9,231,5378701,12029895082.58,False,50.5,2.29,0,RealtimeResult
NSE,RELIANCE,1679907516,1679907516,2236.58,2253.8,42,2203.3,2254.0,2200.2,2253.9,101,2217.5,0,1.0,2253.9,131,5378802,12030120977.16,False,50.6,2.3,0,RealtimeResult
NSE,RELIANCE,1679907517,1679907517,2236.58,2253.8,100,2203.3,2254.0,2200.2,2253.75,45,2217.5,0,1.0,2253.9,131,5378847,12030221623.26,False,50.45,2.29,0,RealtimeResult
NSE,RELIANCE,1679907518,1679907518,2236.58,2253.7,7,2203.3,2254.0,2200.2,2253.7,225,2217.5,0,1.0,2253.9,164,5379072,12030724853.76,False,50.4,2.29,0,RealtimeResult
NSE,RELIANCE,1679907519,1679907519,2236.58,2253.4,2,2203.3,2254.0,2200.2,2253.7,50,2217.5,0,1.0,2253.7,10,5379122,12030836682.76,False,50.4,2.29,0,RealtimeResult
NSE,RELIANCE,1679907520,1679907521,2236.58,2253.8,45,2203.3,2254.0,2200.2,2253.9,45,2217.5,0,1.0,2253.9,130,5379167,12030937328.86,False,50.6,2.3,0,RealtimeResult
NSE,RELIANCE,1679907521,1679907522,2236.58,2253.8,142,2203.3,2254.0,2200.2,2253.9,55,2217.5,0,1.0,2253.9,86,5379222,12031060340.76,False,50.6,2.3,0,RealtimeResult
NSE,RELIANCE,1679907522,1679907523,2236.58,2253.7,17,2203.3,2254.0,2200.2,2254.0,473,2217.5,0,1.0,2254.0,2649,5379695,12032118243.1,False,50.7,2.3,0,RealtimeResult
NSE,RELIANCE,1679907523,1679907524,2236.58,2253.0,101,2203.3,2254.0,2200.2,2252.85,728,2217.5,0,1.0,2253.4,302,5380423,12033746473.34,False,49.55,2.25,0,RealtimeResult
NSE,RELIANCE,1679907524,1679907525,2236.58,2253.0,79,2203.3,2254.0,2200.2,2253.25,110,2217.5,0,1.0,2253.35,163,5380533,12033992497.14,False,49.95,2.27,0,RealtimeResult
NSE,RELIANCE,1679907525,1679907526,2236.58,2252.55,47,2203.3,2254.0,2200.2,2253.35,413,2217.5,0,1.0,2253.35,154,5380946,12034916204.68,False,50.05,2.27,0,RealtimeResult
NSE,RELIANCE,1679907526,1679907527,2236.58,2252.55,6,2203.3,2254.0,2200.2,2252.55,180,2217.5,0,1.0,2253.35,45,5381126,12035318789.08,False,49.25,2.24,0,RealtimeResult
NSE,RELIANCE,1679907527,1679907528,2236.58,2252.5,52,2203.3,2254.0,2200.2,2252.5,48,2217.5,0,1.0,2253.25,77,5381174,12035426144.92,False,49.2,2.23,0,RealtimeResult
NSE,RELIANCE,1679907528,1679907529,2236.58,2252.5,52,2203.3,2254.0,2200.2,2253.35,200,2217.5,0,1.0,2253.15,15,5381374,12035873460.92,False,50.05,2.27,0,RealtimeResult
NSE,RELIANCE,1679907529,1679907530,2236.59,2252.6,140,2203.3,2254.0,2200.2,2253.3,544,2217.5,0,1.0,2253.35,1,5381918,12037143979.62,False,50.0,2.27,0,RealtimeResult
NSE,RELIANCE,1679907530,1679907531,2236.59,2252.65,45,2203.3,2254.0,2200.2,2253.35,68,2217.5,0,1.0,2253.4,15,5381986,12037296067.74,False,50.05,2.27,0,RealtimeResult
NSE,RELIANCE,1679907532,1679907532,2236.59,2252.7,54,2203.3,2254.0,2200.2,2253.5,267,2217.5,0,1.0,2253.4,2,5382253,12037893237.27,False,50.2,2.28,0,RealtimeResult
NSE,RELIANCE,1679907532,1679907532,2236.59,2252.7,40,2203.3,2254.0,2200.2,2252.7,14,2217.5,0,1.0,2253.4,16,5382267,12037924549.53,False,49.4,2.24,0,RealtimeResult
NSE,RELIANCE,1679907533,1679907533,2236.59,2252.65,105,2203.3,2254.0,2200.2,2253.4,97,2217.5,0,1.0,2253.4,4,5382364,12038141498.76,False,50.1,2.27,0,RealtimeResult
NSE,RELIANCE,1679907534,1679907535,2236.59,2253.35,38,2203.3,2254.0,2200.2,2253.55,128,2217.5,0,1.0,2253.55,259,5382492,12038427782.28,False,50.25,2.28,0,RealtimeResult
NSE,RELIANCE,1679907535,1679907536,2236.59,2253.4,47,2203.3,2254.0,2200.2,2253.55,61,2217.5,0,1.0,2253.55,208,5382553,12038564214.27,False,50.25,2.28,0,RealtimeResult
NSE,RELIANCE,1679907536,1679907537,2236.59,2253.4,8,2203.3,2254.0,2200.2,2253.4,39,2217.5,0,1.0,2253.55,23,5382592,12038651441.28,False,50.1,2.27,0,RealtimeResult
NSE,RELIANCE,1679907537,1679907538,2236.59,2253.4,44,2203.3,2254.0,2200.2,2253.4,36,2217.5,0,1.0,2253.7,11,5382628,12038731958.52,False,50.1,2.27,0,RealtimeResult
