Exchange,InstrumentIdentifier,LastTradeTime,ServerTime,AverageTradedPrice,BuyPrice,BuyQty,Close,High,Low,LastTradePrice,LastTradeQty,Open,OpenInterest,QuotationLot,SellPrice,SellQty,TotalQtyTraded,Value,PreOpen,PriceChange,PriceChangePercentage,OpenInterestChange,MessageType
NFO,HDFC-I,1679907511,1679907511,2571.72,2580.8,300,2563.35,2581.6,2562.75,2581.6,600,2565.35,17795700,300.0,2581.2,300,7722900,19861136388.0,False,18.25,0.71,1671900,RealtimeResult
NFO,HDFC-I,1679907512,1679907512,2571.72,2580.8,300,2563.35,2581.6,2562.75,2581.6,0,2565.35,17795700,300.0,2581.2,300,7722900,19861136388.0,False,18.25,0.71,1671900,RealtimeResult
NFO,HDFC-I,1679907513,1679907513,2571.72,2580.7,300,2563.35,2581.6,2562.75,2581.2,600,2565.35,17795700,300.0,2581.65,300,7723500,19862679420.0,False,17.85,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907514,1679907514,2571.72,2580.75,300,2563.35,2581.6,2562.75,2581.2,0,2565.35,17795700,300.0,2581.6,300,7723500,19862679420.0,False,17.85,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907515,1679907515,2571.72,2581.0,300,2563.35,2581.6,2562.75,2581.2,0,2565.35,17795700,300.0,2581.55,300,7723500,19862679420.0,False,17.85,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907516,1679907516,2571.72,2581.0,300,2563.35,2581.6,2562.75,2581.2,0,2565.35,17795700,300.0,2581.5,300,7723500,19862679420.0,False,17.85,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907517,1679907517,2571.72,2580.45,300,2563.35,2581.6,2562.75,2580.45,1500,2565.35,17795700,300.0,2581.3,300,7725000,19866537000.0,False,17.1,0.67,1671900,RealtimeResult
NFO,HDFC-I,1679907518,1679907518,2571.72,2580.85,300,2563.35,2581.6,2562.75,2580.9,600,2565.35,17795700,300.0,2581.4,300,7725600,19868080032.0,False,17.55,0.68,1671900,RealtimeResult
NFO,HDFC-I,1679907519,1679907519,2571.72,2580.85,300,2563.35,2581.6,2562.75,2580.9,0,2565.35,17795700,300.0,2581.4,300,7725600,19868080032.0,False,17.55,0.68,1671900,RealtimeResult
NFO,HDFC-I,1679907521,1679907521,2571.72,2580.55,300,2563.35,2581.6,2562.75,2580.85,300,2565.35,17795700,300.0,2581.4,300,7725900,19868851548.0,False,17.5,0.68,1671900,RealtimeResult
NFO,HDFC-I,1679907521,1679907521,2571.72,2580.75,600,2563.35,2581.6,2562.75,2580.85,0,2565.35,17795700,300.0,2581.45,300,7725900,19868851548.0,False,17.5,0.68,1671900,RealtimeResult
NFO,HDFC-I,1679907522,1679907522,2571.72,2580.7,300,2563.35,2581.6,2562.75,2581.45,600,2565.35,17795700,300.0,2581.45,300,7726500,19870394580.0,False,18.1,0.71,1671900,RealtimeResult
NFO,HDFC-I,1679907523,1679907523,2571.72,2580.55,300,2563.35,2581.6,2562.75,2581.45,0,2565.35,17795700,300.0,2581.35,300,7726500,19870394580.0,False,18.1,0.71,1671900,RealtimeResult
NFO,HDFC-I,1679907524,1679907524,2571.72,2580.95,300,2563.35,2581.6,2562.75,2581.35,300,2565.35,17795700,300.0,2581.6,300,7726800,19871166096.0,False,18.0,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907525,1679907525,2571.72,2581.1,300,2563.35,2581.6,2562.75,2581.35,300,2565.35,17795700,300.0,2581.8,300,7727100,19871937612.0,False,18.0,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907526,1679907526,2571.72,2580.95,600,2563.35,2581.6,2562.75,2581.35,600,2565.35,17795700,300.0,2581.8,300,7727700,19873480644.0,False,18.0,0.7,1671900,RealtimeResult
NFO,HDFC-I,1679907527,1679907527,2571.72,2580.95,300,2563.35,2581.6,2562.75,2581.35,0,2565.35,17795700,300.0,2581.65,300,7727700,19873480644.0,False,18.0,0.7,1671900,RealtimeResult
