Exchange,InstrumentIdentifier,LastTradeTime,ServerTime,AverageTradedPrice,BuyPrice,BuyQty,Close,High,Low,LastTradePrice,LastTradeQty,Open,OpenInterest,QuotationLot,SellPrice,SellQty,TotalQtyTraded,Value,PreOpen,PriceChange,PriceChangePercentage,OpenInterestChange,MessageType
NFO,RELIANCE-I,1679907512,1679907512,2235.6,2253.15,250,2206.1,2253.45,2202.2,2253.4,1000,2214.85,30855250,250.0,2253.5,500,13324750,29788811100.0,False,47.3,2.14,207250,RealtimeResult
NFO,RELIANCE-I,1679907512,1679907513,2235.6,2253.15,250,2206.1,2253.45,2202.2,2253.4,0,2214.85,30855250,250.0,2253.5,500,13324750,29788811100.0,False,47.3,2.14,207250,RealtimeResult
NFO,RELIANCE-I,1679907515,1679907515,2235.6,2253.05,250,2206.1,2253.45,2202.2,2253.05,1750,2214.85,30855250,250.0,2253.5,500,13326500,29792723400.0,False,46.95,2.13,207250,RealtimeResult
NFO,RELIANCE-I,1679907517,1679907517,2235.61,2253.25,250,2206.1,2253.95,2202.2,2253.5,3750,2214.85,30855250,250.0,2253.9,250,13330250,29801240202.5,False,47.4,2.15,207250,RealtimeResult
NFO,RELIANCE-I,1679907519,1679907519,2235.61,2253.1,250,2206.1,2253.95,2202.2,2253.5,250,2214.85,30855250,250.0,2253.75,250,13330500,29801799105.0,False,47.4,2.15,207250,RealtimeResult
NFO,RELIANCE-I,1679907520,1679907520,2235.61,2253.05,500,2206.1,2253.95,2202.2,2253.6,750,2214.85,30855250,250.0,2253.7,500,13331250,29803475812.5,False,47.5,2.15,207250,RealtimeResult
NFO,RELIANCE-I,1679907521,1679907521,2235.61,2253.35,250,2206.1,2253.95,2202.2,2253.65,500,2214.85,30855250,250.0,2253.85,250,13331750,29804593617.5,False,47.55,2.16,207250,RealtimeResult
NFO,RELIANCE-I,1679907522,1679907522,2235.61,2253.35,250,2206.1,2253.95,2202.2,2253.65,0,2214.85,30855250,250.0,2253.85,250,13331750,29804593617.5,False,47.55,2.16,207250,RealtimeResult
NFO,RELIANCE-I,1679907524,1679907524,2235.61,2253.3,250,2206.1,2253.95,2202.2,2253.65,0,2214.85,30855250,250.0,2253.55,250,13331750,29804593617.5,False,47.55,2.16,207250,RealtimeResult
NFO,RELIANCE-I,1679907525,1679907525,2235.62,2252.5,250,2206.1,2253.95,2202.2,2252.85,4750,2214.85,30855250,250.0,2252.85,250,13336500,29815346130.0,False,46.75,2.12,207250,RealtimeResult
NFO,RELIANCE-I,1679907526,1679907526,2235.62,2252.35,250,2206.1,2253.95,2202.2,2252.4,1500,2214.85,30855250,250.0,2252.9,750,13338000,29818699560.0,False,46.3,2.1,207250,RealtimeResult
NFO,RELIANCE-I,1679907528,1679907528,2235.62,2252.2,250,2206.1,2253.95,2202.2,2252.35,1500,2214.85,30855250,250.0,2252.85,250,13339500,29822052990.0,False,46.25,2.1,207250,RealtimeResult
NFO,RELIANCE-I,1679907530,1679907530,2235.62,2252.3,250,2206.1,2253.95,2202.2,2252.9,750,2214.85,30855250,250.0,2252.9,250,13340250,29823729705.0,False,46.8,2.12,207250,RealtimeResult
NFO,RELIANCE-I,1679907531,1679907531,2235.62,2252.25,250,2206.1,2253.95,2202.2,2252.9,250,2214.85,30855250,250.0,2252.9,250,13340500,29824288610.0,False,46.8,2.12,207250,RealtimeResult
NFO,RELIANCE-I,1679907532,1679907532,2235.62,2252.85,750,2206.1,2253.95,2202.2,2252.9,250,2214.85,30855250,250.0,2253.0,5750,13340750,29824847515.0,False,46.8,2.12,207250,RealtimeResult
NFO,RELIANCE-I,1679907534,1679907534,2235.62,2252.9,1500,2206.1,2253.95,2202.2,2252.9,1000,2214.85,30855250,250.0,2252.95,250,13341750,29827083135.0,False,46.8,2.12,207250,RealtimeResult
NFO,RELIANCE-I,1679907536,1679907537,2235.63,2252.95,500,2206.1,2253.95,2202.2,2253.0,9250,2214.85,30855250,250.0,2253.4,500,13351000,29847896130.0,False,46.9,2.13,207250,RealtimeResult
NFO,RELIANCE-I,1679907538,1679907538,2235.64,2252.95,250,2206.1,2253.95,2202.2,2253.05,750,2214.85,30855250,250.0,2253.45,250,13351750,29849706370.0,False,46.95,2.13,207250,RealtimeResult
NFO,RELIANCE-I,1679907540,1679907540,2235.64,2253.0,250,2206.1,2253.95,2202.2,2252.95,500,2214.85,30855250,250.0,2253.6,250,13352250,29850824190.0,False,46.85,2.12,207250,RealtimeResult
NFO,RELIANCE-I,1679907540,1679907541,2235.64,2253.05,250,2206.1,2253.95,2202.2,2252.95,500,2214.85,30855250,250.0,2253.45,250,13352750,29851942010.0,False,46.85,2.12,207250,RealtimeResult
