Exchange,InstrumentIdentifier,LastTradeTime,ServerTime,AverageTradedPrice,BuyPrice,BuyQty,Close,High,Low,LastTradePrice,LastTradeQty,Open,OpenInterest,QuotationLot,SellPrice,SellQty,TotalQtyTraded,Value,PreOpen,PriceChange,PriceChangePercentage,OpenInterestChange,MessageType
NFO,SBIN-III,1679907518,1679907518,514.29,518.6,3000,510.8,519.05,508.2,519.05,0,510.0,1524000,1500.0,519.0,1500,474000,243773460.0,False,8.25,1.62,25500,RealtimeResult
NFO,SBIN-III,1679907539,1679907540,514.32,518.7,3000,510.8,519.05,508.2,518.75,3000,510.0,1524000,1500.0,519.05,1500,477000,245330640.0,False,7.95,1.56,25500,RealtimeResult
NFO,SBIN-III,1679907560,1679907560,514.32,518.7,1500,510.8,519.05,508.2,518.75,0,510.0,1524000,1500.0,519.05,1500,477000,245330640.0,False,7.95,1.56,25500,RealtimeResult
NFO,SBIN-III,1679907580,1679907580,514.33,518.5,1500,510.8,519.05,508.2,519.0,1500,510.0,1524000,1500.0,518.85,1500,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
NFO,SBIN-III,1679907602,1679907602,514.33,518.6,3000,510.8,519.05,508.2,519.0,0,510.0,1524000,1500.0,519.0,1500,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
NFO,SBIN-III,1679907624,1679907624,514.33,518.7,3000,510.8,519.05,508.2,519.0,0,510.0,1524000,1500.0,519.15,3000,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
NFO,SBIN-III,1679907646,1679907646,514.33,518.85,1500,510.8,519.05,508.2,519.0,0,510.0,1524000,1500.0,519.2,1500,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
NFO,SBIN-III,1679907662,1679907662,514.33,518.75,1500,510.8,519.05,508.2,519.0,0,510.0,1524000,1500.0,519.1,1500,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
NFO,SBIN-III,1679907662,1679907662,514.33,518.7,4500,510.8,519.05,508.2,519.0,0,510.0,1524000,1500.0,519.1,1500,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
NFO,SBIN-III,1679907664,1679907664,514.33,518.7,4500,510.8,519.05,508.2,519.0,0,510.0,1524000,1500.0,519.05,1500,478500,246106905.0,False,8.2,1.61,25500,RealtimeResult
